w1,w2,paraphrase
hand,grip,grip that can be held using a hand
hand,grip,grip that can be held using the hand
hand,grip,grip that can be held using one's hand
hand,grip,grip that can be clasped using a hand
hand,grip,grip that can be clasped using the hand
hand,grip,grip that can be clasped using one's hand
hand,grip,grip that can be grabbed using a hand
hand,grip,grip that can be grabbed using the hand
hand,grip,grip that can be grabbed using one's hand
hand,grip,grip using a hand
hand,grip,grip using the hand
hand,grip,grip with a hand
hand,grip,grip with the hand
harvest,time,time to harvest
harvest,time,time to harvest crops
harvest,time,time to harvest the crops
harvest,time,time for harvest
harvest,time,time for the harvest
harvest,time,time for the harvest to be performed
harvest,time,time for the harvest to be done
harvest,time,time for a harvest to be performed
harvest,time,time for a harvest to be done
harvest,time,time for harvesting crops
harvest,time,time of harvest
harvest,time,time of the harvest
harvest,time,time of the harvest to be performed
harvest,time,time of the harvest to be done
harvest,time,time of harvesting
harvest,time,time when the harvest is done
harvest,time,time when the harvest is performed
harvest,time,time when a harvest is done
harvest,time,time when a harvest is performed
harvest,time,time taken to harvest
harvest,time,time that is ideal to harvest
harvest,time,time that is ideal to do the harvest
harvest,time,time that is ideal for harvesting
harvest,time,time that is right to harvest
harvest,time,time that is right to do the harvest
harvest,time,time that is right for harvesting
harvest,time,time that is best to harvest
harvest,time,time that is best to do the harvest
harvest,time,time that is best for harvesting
harvest,time,time that is ideal to reap the harvest
harvest,time,time that is right to reap the harvest
harvest,time,time that is best to reap the harvest
history,book,book about history
history,book,book of history
history,book,book full of history
history,book,book containing history
history,book,book describing history
history,book,book regarding history
history,book,book documenting history
history,book,book explaining history
history,book,book that contains history
history,book,book that details history
history,book,book that describes history
history,book,book that deals with history
history,book,book that documents history
history,book,book that explains history
history,book,book for history lessons
history,book,book that covers history
history,book,book that fully covers history
history,book,book in that history is written
history,book,book in that history was written
history,book,book in that history has been written
history,book,book in that history is recorded
history,book,book in that history was recorded
history,book,book in that history has been recorded
history,book,book in that history is published
history,book,book in that history was published
history,book,book in that history has been published
history,book,book on history
history,book,book with history
history,book,book with history facts
history,book,book with historical facts
history,book,book written about history
history,book,book written on history
history,book,book published about history
history,book,book published on history
hit,list,list of people to be hit
hit,list,list of leaders to be hit
hit,list,list of people that will be hit
hit,list,list of leaders that will be hit
hit,list,list containing hits
hit,list,list containing hit details
hit,list,list containing people to be hit
hit,list,list containing leaders to be hit
